,Maximum BLEU Avg,Max BA Choice,Overall FW Avg,Question,GT Answers,Prediction: original,Avg Score: original,Avg Score: 2008-01-01 00:00:00,Predicted: 2008-01-01 00:00:00,UniBLEU-Original: 2008-01-01 00:00:00,BiBLEU-Original: 2008-01-01 00:00:00,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,UniBLEU-Original: 2010-01-01 00:00:00,BiBLEU-Original: 2010-01-01 00:00:00,UniBLEU-Previous: 2010-01-01 00:00:00,BiBLEU-Previous: 2010-01-01 00:00:00,Avg Score: 2012-01-01 00:00:00,Predicted: 2012-01-01 00:00:00,UniBLEU-Original: 2012-01-01 00:00:00,BiBLEU-Original: 2012-01-01 00:00:00,UniBLEU-Previous: 2012-01-01 00:00:00,BiBLEU-Previous: 2012-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,UniBLEU-Original: 2014-01-01 00:00:00,BiBLEU-Original: 2014-01-01 00:00:00,UniBLEU-Previous: 2014-01-01 00:00:00,BiBLEU-Previous: 2014-01-01 00:00:00,Avg Score: 2016-01-01 00:00:00,Predicted: 2016-01-01 00:00:00,UniBLEU-Original: 2016-01-01 00:00:00,BiBLEU-Original: 2016-01-01 00:00:00,UniBLEU-Previous: 2016-01-01 00:00:00,BiBLEU-Previous: 2016-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,UniBLEU-Original: 2018-01-01 00:00:00,BiBLEU-Original: 2018-01-01 00:00:00,UniBLEU-Previous: 2018-01-01 00:00:00,BiBLEU-Previous: 2018-01-01 00:00:00,max - min,Current Average Score,Current Predicted,Current UniBLEU-Original,Current BiBLEU-Original,Current UniBLEU-Previous,Current BiBLEU-Previous,Avg BLEU: Uni-Original,Avg BLEU: Bi-Original,Avg BLEU: Uni-Previous,Avg BLEU: Bi-Previous
1001,64.67731405637485,Avg BLEU: Uni-Previous,78.85714285714286,when do the 2018 olympics start and end,9 and 25 February 2018 -- ,between 9 and 25 February 2018,92.5,65.5,2018,1.8315638888734178,4.075364929318139e-308,65.5,2018,1.8315638888734178,4.075364929318139e-308,100.0,2.2250738585072627e-306,92.5,between 9 and 25 February 2018.,66.66666666666666,60.0,0.0,0.0,92.5,between 9 and 25 February 2018.,66.66666666666666,60.0,100.0,100.0,88.0,"9 to 25 February 2018,",60.0,25.0,49.12384518467891,20.468268826949547,88.0,9 to 25 February 2018,80.0,50.0,100.0,75.0,32.5,60.0,between 9 and 25 February 2018,19.470019576785123,1.7328892633971683e-306,38.94003915357025,1.7328892633971683e-306,42.35235438398076,27.857142857142858,64.67731405637485,27.857142857142858
1002,57.20899470899471,Avg BLEU: Uni-Previous,66.0,what is a s t r a g a l u s,"a large genus of about 4,200 species of herbs and small shrubs , belonging to the legume family Fabaceae and the subfamily Faboideae -- ","wikipedia Astragalus is a large genus of about 4,200 species of herbs and small shrubs , belonging to the legume family Fabaceae and the subfamily Faboideae",96.0,74.5,"legume family Fabaceae, subfamily Faboideae.",1.639423346837554,0.6830930611823143,74.5,"legume family Fabaceae, subfamily Faboideae.",1.639423346837554,0.6830930611823143,100.0,100.0,9.0,Astragalus,0.0,0.0,0.0,0.0,58.5,"Astragalus is a large genus of about 3,000 species[1]",11.726227099505014,10.553604389554511,11.111111111111109,2.2250738585072627e-306,72.5,"Astragalus is a large genus of about 3,000 species of herbs and small shrubs,",37.55628745898427,32.35618611850953,57.14285714285714,53.84615384615385,95.0,"Astragalus is a large genus of about 3,000 species of herbs and small shrubs, belonging to the legume family Fabaceae and the subfamily Faboideae.",79.16666666666666,69.56521739130434,75.0,65.21739130434783,86.0,78.0,legume family Fabaceae and the subfamily Faboideae.,8.717262197505157,8.475116025352238,100.0,100.0,20.063612873762317,17.473758578155035,57.20899470899471,17.473758578155035
1004,55.55555555555555,Avg BLEU: Uni-Previous,69.57142857142857,who did hercules love in the disney movie,Meg -- ,Meg,100.0,19.0,damsel in distress,0.0,0.0,6.0,he left her for another woman,0.0,0.0,0.0,0.0,62.0,"woman named Megara—""Meg""",0.0,0.0,33.33333333333333,2.2250738585072627e-306,100.0,"Meg,",0.0,0.0,0.0,0.0,100.0,"Meg,",0.0,0.0,100.0,2.2250738585072627e-306,100.0,"Meg,",0.0,0.0,100.0,2.2250738585072627e-306,94.0,100.0,"Meg,",0.0,0.0,100.0,2.2250738585072627e-306,0.0,0.0,55.55555555555555,0.0
1005,75.67519376862587,Avg BLEU: Uni-Previous,73.28571428571428,when did the battle of new orleans occur,"January 6 -- 18 , 1815 -- ","14 , 1814 and January 18 , 1815",83.5,61.5,"8, 1815",6.766764161830635,3.0113100086346295e-307,73.0,"December 23, 1814 to January 8, 1815,",14.285714285714285,2.2250738585072627e-306,14.285714285714285,2.2250738585072627e-306,61.5,"8, 1815",6.766764161830635,3.0113100086346295e-307,100.0,100.0,88.0,"January 8, 1815",24.525296078096154,8.18558927632837e-307,100.0,100.0,84.0,"8, 1815 and January 18, 1815,",33.33333333333333,2.2250738585072627e-306,56.4321149927076,16.92963449781228,83.5,"14, 1814 and January 18, 1815,",16.666666666666668,2.2250738585072627e-306,83.33333333333334,60.0,26.5,61.5,"8, 1815",6.766764161830635,3.0113100086346295e-307,100.0,100.0,15.587328978471763,1.1995962151064306e-306,75.67519376862587,1.1995962151064306e-306
1007,80.95238095238095,Avg BLEU: Uni-Original,86.5,what is the strongest type of nuclear bomb,hydrogen bomb -- ,hydrogen bomb,100.0,100.0,hydrogen bomb,100.0,100.0,100.0,hydrogen bomb,100.0,100.0,100.0,100.0,100.0,hydrogen bomb,100.0,100.0,100.0,100.0,16.0,100 megatons,0.0,0.0,0.0,0.0,100.0,hydrogen bomb,100.0,100.0,100.0,100.0,100.0,hydrogen bomb,100.0,100.0,100.0,100.0,84.0,89.5,hydrogen aerial bomb,66.66666666666666,2.2250738585072627e-306,66.66666666666666,2.2250738585072627e-306,80.95238095238095,71.42857142857143,77.77777777777777,71.42857142857143
1008,50.0,Avg BLEU: Uni-Previous,75.78571428571428,when does daylight savings time end in colorado,first Sunday in November -- ,first Sunday in November,100.0,0.0,No Edit,0.0,0.0,90.5,"first Sunday of November,",50.0,33.33333333333333,0.0,0.0,50.0,"in 2012, it will begin on March 11 and end on November 4.[1]",15.384615384615385,2.2250738585072627e-306,0.0,0.0,15.0,2008 daylight saving time ended at 2:00 a.m.,0.0,0.0,0.0,0.0,100.0,"first Sunday in November,",75.0,66.66666666666666,100.0,33.33333333333333,100.0,"first Sunday in November,",75.0,66.66666666666666,100.0,100.0,100.0,100.0,"first Sunday in November,",75.0,66.66666666666666,100.0,100.0,41.48351648351648,33.33333333333333,50.0,33.33333333333333
1009,53.333333333333336,Avg BLEU: Uni-Previous,73.0,how many countries are there in the continent of africa,54 -- ,54,100.0,50.0,46,0.0,0.0,50.0,53,0.0,0.0,0.0,0.0,100.0,54,100.0,2.2250738585072627e-306,0.0,0.0,55.5,54 fully recognized sovereign states,20.0,2.2250738585072627e-306,20.0,2.2250738585072627e-306,55.5,54 fully recognized sovereign states,20.0,2.2250738585072627e-306,100.0,100.0,100.0,54,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,50.0,100.0,54,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,48.57142857142857,1.5893384703623304e-306,53.333333333333336,1.5893384703623304e-306
1011,49.3234361946771,Avg BLEU: Uni-Previous,67.92857142857142,who sings more than a woman to me,the Bee Gees -- ,Bee Gees,90.0,57.5,The Bee Gees for the soundtrack to the film Saturday Night Fever. The soundtrack includes two versions - one by the Bee Gees and the other by Tavares.,10.714285714285714,7.4074074074074066,60.5,Saturday Night Fever. The soundtrack includes two versions - one by the Bee Gees and the other by Tavares.,15.789473684210522,11.111111111111109,62.27038648477501,62.27038648477501,22.5,John Travolta wears his dancing costume with a girl in a club.,0.0,0.0,0.0,0.0,65.0,"""More Than a Woman"" is a disco song by the British dance group Bee Gees.",13.333333333333334,2.2250738585072627e-306,33.33333333333333,7.1428571428571415,90.0,"Bee Gees,",30.326532985631673,1.3495755153097447e-306,0.33689734995427334,1.4992429727672385e-308,90.0,"Bee Gees,",30.326532985631673,1.3495755153097447e-306,100.0,100.0,67.5,90.0,"Bee Gees,",30.326532985631673,1.3495755153097447e-306,100.0,100.0,18.68809881267494,2.645502645502645,49.3234361946771,2.645502645502645
1012,51.84862734928854,Avg BLEU: Uni-Previous,53.07142857142857,when does lucas and peyton leave one tree hill,finale -- Season six -- ,finale,100.0,0.0,No Edit,0.0,0.0,81.5,season finale,50.0,2.2250738585072627e-306,0.0,0.0,20.0,leave Tree Hill with their new born baby,0.0,0.0,0.0,0.0,24.0,leave Tree Hill with their newborn baby,0.0,0.0,74.303819978587,57.79185998334544,24.0,leave Tree Hill with their newborn baby,0.0,0.0,100.0,100.0,100.0,finale,100.0,2.2250738585072627e-306,36.787944117144235,8.18558927632837e-307,100.0,100.0,finale,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,35.714285714285715,9.536030822173984e-307,51.84862734928854,9.536030822173984e-307
1013,46.72108883093861,Avg BLEU: Uni-Previous,66.57142857142856,who developed the analytical engine which had features of present day computers,Charles Babbage -- ,mathematician and computer pioneer Charles Babbage,73.0,31.0,professor of mathematics,0.0,0.0,84.0,mathematician Charles Babbage.,33.33333333333333,2.2250738585072627e-306,0.0,0.0,97.0,Charles Babbage.[2],50.0,2.2250738585072627e-306,30.326532985631673,1.3495755153097447e-306,33.0,"engineers Georg and Edvard Scheutz,",0.0,0.0,0.0,0.0,33.0,"engineers Georg and Edvard Scheutz,",0.0,0.0,100.0,100.0,94.0,Charles Babbage.[2][3],50.0,2.2250738585072627e-306,50.0,2.2250738585072627e-306,66.0,94.0,Charles Babbage.[2][3],50.0,2.2250738585072627e-306,100.0,100.0,26.190476190476186,1.2714707762898644e-306,46.72108883093861,1.2714707762898644e-306
1015,42.857142857142854,Avg BLEU: Uni-Original,61.71428571428571,when was the department of veterans affairs created,1930 -- 1989 -- ,1930,100.0,27.0,"On October 25, 1988,",0.0,0.0,52.0,"On 25 October 1988, President Ronald Reagan signed legislation creating a new federal Cabinet-level Department of Veterans Affairs to replace the Veterans Administration effective 15 March 1989.",0.0,0.0,11.111111111111109,2.2250738585072627e-306,100.0,1989,100.0,2.2250738585072627e-306,0.0,0.0,53.0,1989. The Department of Veterans Affairs was created due to nearly one third of the population being eligible for veterans benefits.,0.0,0.0,25.04924310250953,11.272159396129288,0.0,due to nearly one third of the population being eligible for veterans benefits,0.0,0.0,49.88612275260315,49.53969134459896,100.0,1930,100.0,2.2250738585072627e-306,0.0,0.0,100.0,100.0,1930,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,42.857142857142854,9.536030822173984e-307,31.0077461610373,9.536030822173984e-307
1016,61.11111111111111,Avg BLEU: Uni-Previous,77.07142857142857,when was the first harry potter book released in uk,26 June 1997 -- ,26 June 1997,100.0,75.0,1997,13.53352832366127,3.0113100086346295e-307,75.0,1997,13.53352832366127,3.0113100086346295e-307,100.0,2.2250738585072627e-306,75.0,1997,13.53352832366127,3.0113100086346295e-307,100.0,2.2250738585072627e-306,30.0,4 December 2008.[25][26],0.0,0.0,0.0,0.0,84.5,"30 June 1997,",33.33333333333333,2.2250738585072627e-306,0.0,0.0,100.0,"26 June 1997,",66.66666666666666,50.0,66.66666666666666,50.0,70.0,100.0,"26 June 1997,",66.66666666666666,50.0,100.0,100.0,29.609607376807208,14.285714285714286,61.11111111111111,14.285714285714286
1017,44.047619047619044,Avg BLEU: Uni-Previous,74.14285714285714,what is the full name of jcb machine,J.C. Bamford Excavators Limited -- ,Bamford Excavators Limited,96.5,24.0,compaction equipment company,0.0,0.0,100.0,J.C.Bamford Excavators Limited.,23.88437701912631,1.5943350879596868e-306,0.0,0.0,90.0,JCB (formally J C Bamford Excavators Limited)[3],28.57142857142857,16.666666666666668,14.285714285714285,2.2250738585072627e-306,90.0,JCB (formally J C Bamford Excavators Limited)[3],28.57142857142857,16.666666666666668,100.0,100.0,100.0,"J.C. Bamford Excavators Limited,",75.0,66.66666666666666,50.0,33.33333333333333,100.0,"J.C. Bamford Excavators Limited,",75.0,66.66666666666666,100.0,100.0,85.0,15.0,hydra-digga,0.0,0.0,0.0,0.0,33.003890594569064,23.809523809523807,44.047619047619044,23.809523809523807
1018,36.83775875372801,Avg BLEU: Uni-Previous,56.21428571428571,who did the united states declare their independence from,Kingdom of Great Britain -- ,Great Britain,85.0,51.5,"the American colonies were ""united"" in declaring their independence from Great Britain.",8.333333333333332,2.2250738585072627e-306,85.0,"Great Britain,",18.393972058572118,8.18558927632837e-307,0.33689734995427334,1.4992429727672385e-308,25.0,congress,0.0,0.0,0.0,0.0,50.0,"congress would edit to produce the final version. The Declaration was ultimately a formal explanation of why Congress had voted on July 2 to declare independence from Great Britain,",6.896551724137931,2.2250738585072627e-306,20.689655172413797,10.714285714285714,12.0,colonial,0.0,0.0,0.0,0.0,85.0,"Great Britain,",18.393972058572118,8.18558927632837e-307,100.0,100.0,73.0,85.0,"Great Britain,",18.393972058572118,8.18558927632837e-307,100.0,100.0,10.05882874759823,9.865463571304337e-307,36.83775875372801,9.865463571304337e-307
1019,72.22222222222221,Avg BLEU: Uni-Previous,79.28571428571428,when was the diversity visa lottery program started,1990 -- ,1990,100.0,100.0,1990,100.0,2.2250738585072627e-306,75.0,1995,0.0,0.0,0.0,0.0,75.0,1995,0.0,0.0,100.0,2.2250738585072627e-306,30.0,fiscal year 1995,0.0,0.0,33.33333333333333,2.2250738585072627e-306,75.0,1995,0.0,0.0,100.0,2.2250738585072627e-306,100.0,1990,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,70.0,100.0,1990,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,42.857142857142854,9.536030822173984e-307,72.22222222222221,9.536030822173984e-307
1020,56.575434425300976,Avg BLEU: Uni-Previous,74.5,where was when a man loves a woman recorded,"at Norala Sound Studio in Sheffield , Alabama -- ","Sheffield , Alabama",78.5,21.0,1966 in which it made number one on both the Billboard Hot 100 and R&B singles charts.,5.88235294117647,2.2250738585072627e-306,98.0,"Norala Sound Studio in Sheffield, Alabama.",47.76875403825262,42.99187863442736,2.664662434661565,3.5574424350670603e-307,98.0,"Norala Sound Studio in Sheffield, Alabama.",47.76875403825262,42.99187863442736,100.0,100.0,98.0,"Norala Sound Studio in Sheffield, Alabama.",47.76875403825262,42.99187863442736,100.0,100.0,98.0,"Norala Sound Studio in Sheffield, Alabama.",47.76875403825262,42.99187863442736,100.0,100.0,80.5,Norala Sound Studio,18.887560283756187,18.887560283756187,36.787944117144235,36.787944117144235,77.0,28.0,Ivy’s Tune Town record store.,0.0,0.0,0.0,0.0,30.83498991113473,27.2650106887808,56.575434425300976,27.2650106887808
1021,59.79478843475167,Avg BLEU: Uni-Previous,70.85714285714285,what is lord of the flies book about,a group of British boys stranded on an uninhabited island and their disastrous attempt to govern themselves -- ,a group of British boys stranded on an uninhabited island and their disastrous attempt to govern themselves,100.0,34.0,how culture created by man fails and how man shall always turn to barbarism,11.53025352864842,1.7958965995989703e-306,22.0,a power struggle in a chaotic situation,3.423586234882512,5.33241256350767e-307,0.0,0.0,76.0,"a group of British boys stuck on a deserted island who try to govern themselves,",52.510399142576844,31.25618996581956,20.0,2.2250738585072627e-306,82.0,a group of British boys stuck on an uninhabited island who try to govern themselves with disastrous results.,72.22222222222221,52.94117647058824,66.66666666666666,58.82352941176471,82.0,a group of British boys stuck on an uninhabited island who try to govern themselves with disastrous results.,72.22222222222221,52.94117647058824,100.0,100.0,100.0,a group of British boys stranded on an uninhabited island and their disastrous attempt to govern themselves.,94.11764705882352,93.75,72.10206394184337,47.143657192743746,78.0,100.0,a group of British boys stranded on an uninhabited island and their disastrous attempt to govern themselves.,94.11764705882352,93.75,100.0,100.0,57.1634253525999,46.37693470099943,59.79478843475167,46.37693470099943
1023,50.0,Avg BLEU: Uni-Previous,69.28571428571428,who founded four mathas in the four corners of india,Adi Shankaracharya -- ,Adi Shankaracharya,100.0,19.0,"a theologian of Hinduism, who established four maţhas in the four regions of India.",0.0,0.0,62.0,Ādi Śankara,0.0,0.0,0.0,0.0,62.0,Ādi Śankara:,0.0,0.0,50.0,2.2250738585072627e-306,62.0,Ādi Śankara:,0.0,0.0,100.0,100.0,100.0,Adi Shankaracharya,100.0,100.0,0.0,0.0,100.0,Adi Shankaracharya,100.0,100.0,100.0,100.0,81.0,80.0,"Adi Shankara,",50.0,2.2250738585072627e-306,50.0,2.2250738585072627e-306,35.714285714285715,28.571428571428573,50.0,28.571428571428573
1024,63.888888888888886,Avg BLEU: Uni-Previous,72.14285714285714,when did the real housewives of atlanta start,"October 7 , 2008 -- ","7 , 2008",80.0,0.0,No Edit,0.0,0.0,72.0,2008,4.978706836786395,1.1077990431704809e-307,0.0,0.0,54.0,fall of 2008,23.88437701912631,1.5943350879596868e-306,33.33333333333333,2.2250738585072627e-306,80.0,"7, 2008",18.393972058572118,8.18558927632837e-307,50.0,2.2250738585072627e-306,80.0,"7, 2008",18.393972058572118,8.18558927632837e-307,100.0,100.0,72.0,2008,4.978706836786395,1.1077990431704809e-307,100.0,2.2250738585072627e-306,80.0,80.0,"7, 2008",18.393972058572118,8.18558927632837e-307,100.0,100.0,12.717672409773638,6.102245256417562e-307,63.888888888888886,6.102245256417562e-307
1025,75.0,Avg BLEU: Uni-Previous,76.0,who sings the song sleeping single in a double bed,American country music artist Barbara Mandrell -- ,Barbara Mandrell,76.0,0.0,No Edit,0.0,0.0,76.0,Barbara Mandrell.,6.766764161830635,3.0113100086346295e-307,0.0,0.0,76.0,Barbara Mandrell,13.53352832366127,13.53352832366127,50.0,2.2250738585072627e-306,76.0,Barbara Mandrell.,6.766764161830635,3.0113100086346295e-307,100.0,100.0,76.0,Barbara Mandrell.,6.766764161830635,3.0113100086346295e-307,100.0,100.0,76.0,Barbara Mandrell.,6.766764161830635,3.0113100086346295e-307,100.0,100.0,76.0,76.0,Barbara Mandrell.,6.766764161830635,3.0113100086346295e-307,100.0,100.0,6.766764161830635,1.9333611890944673,75.0,1.9333611890944673
1026,62.63066943241619,Avg BLEU: Uni-Previous,62.57142857142857,where does the trans canada highway start and finish,from the Pacific Ocean on the west to the Atlantic on the east -- ,from the Pacific Ocean on the west to the Atlantic on the east,100.0,28.5,"begins in Victoria, British Columbia at the intersection of Douglas Street and Dallas Road",7.1428571428571415,2.2250738585072627e-306,26.0,"construction commenced in 1950,[3] officially opened in 1962, and was completed in 1971",0.0,0.0,14.245555056035633,2.060331790082205e-306,28.5,"begins in Victoria, British Columbia at the intersection of Douglas Street and Dallas Road",7.1428571428571415,2.2250738585072627e-306,100.0,100.0,77.5,between its Pacific Ocean and Atlantic Ocean coasts to the west and east,53.84615384615385,25.0,15.384615384615385,2.2250738585072627e-306,77.5,between its Pacific Ocean and Atlantic Ocean coasts to the west and east,53.84615384615385,25.0,100.0,100.0,100.0,from the Pacific Ocean on the west to the Atlantic on the east.,92.3076923076923,91.66666666666666,46.15384615384615,25.0,74.0,100.0,from the Pacific Ocean on the west to the Atlantic on the east.,92.3076923076923,91.66666666666666,100.0,100.0,43.79905808477237,33.33333333333333,62.63066943241619,33.33333333333333
1027,85.71428571428571,Avg BLEU: Uni-Original,86.21428571428571,when did labor day become an official federal holiday,1894 -- ,1894,100.0,100.0,1894,100.0,2.2250738585072627e-306,3.5,observed on the first Monday in September (September 6 in 2021).,0.0,0.0,0.0,0.0,100.0,1894,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1894,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1894,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,100.0,1894,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,96.5,100.0,1894,100.0,2.2250738585072627e-306,100.0,2.2250738585072627e-306,85.71428571428571,1.9072061644347964e-306,83.33333333333333,1.9072061644347964e-306
1029,65.09184061429882,Avg BLEU: Uni-Previous,74.28571428571428,where is nfl hall of fame game played,Tom Benson Hall of Fame Stadium -- ,Tom Benson Hall of Fame Stadium,100.0,58.5,next door to the Hall of Fame building,37.5,28.57142857142857,56.0,"Fawcett Stadium,",0.0,0.0,0.0,0.0,58.5,next door to the Hall of Fame building,37.5,28.57142857142857,100.0,100.0,47.0,"game is played at Fawcett Stadium,",0.0,0.0,23.88437701912631,14.330626211475787,100.0,"Tom Benson Hall of Fame Stadium,",83.33333333333334,80.0,66.66666666666666,40.0,100.0,"Tom Benson Hall of Fame Stadium,",83.33333333333334,80.0,100.0,100.0,53.0,100.0,"Tom Benson Hall of Fame Stadium,",83.33333333333334,80.0,100.0,100.0,46.42857142857143,42.44897959183673,65.09184061429882,42.44897959183673
1030,78.8888888888889,Avg BLEU: Uni-Previous,77.71428571428571,true story behind the movie the girl next door,The film is loosely based on true events surrounding the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965 . -- ,the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965,88.5,64.0,murder of Sylvia Likens.,0.3935638799386038,0.3498345599454256,66.0,the murder of Sylvia Likens.,1.4652511110987345,0.9157819444367089,80.0,75.0,88.5,the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965.,47.91893110970859,47.67444676731212,26.666666666666668,14.285714285714285,88.5,the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965.,47.91893110970859,47.67444676731212,100.0,100.0,88.5,the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965.,47.91893110970859,47.67444676731212,100.0,100.0,88.5,the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965.,47.91893110970859,47.67444676731212,100.0,100.0,28.5,60.0,"the real-life murder of Sylvia Likens,",2.8095895672850926,1.6857537403710554,66.66666666666666,40.0,28.04916128530811,27.66416533057167,78.8888888888889,27.66416533057167
1032,61.11111111111111,Avg BLEU: Uni-Previous,77.85714285714286,when was martial law lifted in the philippines,17 January 1981 -- ,17 January 1981,100.0,71.0,1981,13.53352832366127,3.0113100086346295e-307,71.0,1981,13.53352832366127,3.0113100086346295e-307,100.0,2.2250738585072627e-306,71.0,1981,13.53352832366127,3.0113100086346295e-307,100.0,2.2250738585072627e-306,100.0,"17 January 1981,",66.66666666666666,50.0,0.0,0.0,100.0,"17 January 1981,",66.66666666666666,50.0,100.0,100.0,100.0,17 January 1981.,66.66666666666666,50.0,66.66666666666666,50.0,68.0,32.0,1986,0.0,0.0,0.0,0.0,34.37151213871197,21.428571428571427,61.11111111111111,21.428571428571427
1033,83.33333333333333,Avg BLEU: Uni-Previous,68.57142857142857,what was the double-reed wind instrument that was an important part of ancient greek music,The tibia -- ,tibia,85.5,46.0,tuba,0.0,0.0,46.0,tuba,0.0,0.0,100.0,2.2250738585072627e-306,46.0,tuba,0.0,0.0,100.0,2.2250738585072627e-306,85.5,tibia,36.787944117144235,8.18558927632837e-307,0.0,0.0,85.5,tibia,36.787944117144235,8.18558927632837e-307,100.0,2.2250738585072627e-306,85.5,tibia,36.787944117144235,8.18558927632837e-307,100.0,2.2250738585072627e-306,39.5,85.5,tibia,36.787944117144235,8.18558927632837e-307,100.0,2.2250738585072627e-306,21.021682352653848,4.6774795864733544e-307,83.33333333333333,4.6774795864733544e-307
1034,66.66666666666666,Avg BLEU: Uni-Previous,71.14285714285714,mount everest is found in which mountain range,the Mahalangur Himal sub-range of the Himalayas -- ,Mahalangur Himal sub-range,85.5,49.5,Himalaya range,0.0,0.0,49.5,Himalaya range,0.0,0.0,100.0,100.0,82.0,the Mahalangur section of the Himalayas.,56.4321149927076,33.85926899562456,0.0,0.0,82.0,the Mahalangur section of the Himalayas.,56.4321149927076,33.85926899562456,100.0,100.0,64.0,Mahalangur mountain range,8.786571270524224,5.86523101198632e-307,66.66666666666666,2.2250738585072627e-306,85.5,Mahalangur Himal sub-range,26.35971381157267,26.35971381157267,33.33333333333333,2.2250738585072627e-306,36.0,85.5,Mahalangur Himal sub-range,26.35971381157267,26.35971381157267,100.0,100.0,24.910032697012106,17.20542365919921,66.66666666666666,17.20542365919921
1035,59.91166992946419,Avg BLEU: Uni-Previous,58.785714285714285,who sang the country version of black velvet,Robin Lee -- ,country artist Robin Lee to record,71.0,18.0,Alannah Myles,0.0,0.0,100.0,Robin Lee,100.0,100.0,0.0,0.0,73.0,country music artist Robin Lee,40.0,25.0,40.0,25.0,25.0,singer songwriter Alannah Myles.,0.0,0.0,19.470019576785123,1.7328892633971683e-306,18.0,Alannah Myles.,0.0,0.0,100.0,100.0,77.5,country artist Robin Lee,50.0,33.33333333333333,100.0,66.66666666666666,82.0,100.0,Robin Lee,100.0,100.0,100.0,100.0,41.42857142857143,36.904761904761905,59.91166992946419,36.904761904761905
1037,90.0,Avg BLEU: Uni-Previous,79.0,who sings six days on the road i'm going to make it home tonight,Dave Dudley -- ,country music singer Dave Dudley,75.5,100.0,Dave Dudley.,50.0,2.2250738585072627e-306,75.5,country music singer Dave Dudley.,20.0,2.2250738585072627e-306,40.0,25.0,75.5,country music singer Dave Dudley.,20.0,2.2250738585072627e-306,100.0,100.0,75.5,country music singer Dave Dudley.,20.0,2.2250738585072627e-306,100.0,100.0,75.5,country music singer Dave Dudley.,20.0,2.2250738585072627e-306,100.0,100.0,75.5,country music singer Dave Dudley.,20.0,2.2250738585072627e-306,100.0,100.0,24.5,75.5,country music singer Dave Dudley.,20.0,2.2250738585072627e-306,100.0,100.0,24.285714285714285,2.2250738585072624e-306,90.0,2.2250738585072624e-306
1038,76.13132401952403,Avg BLEU: Uni-Previous,75.14285714285714,when did new mexico become part of the us,"January 6 , 1912 -- ",1912,72.0,80.0,"6, 1912",18.393972058572118,8.18558927632837e-307,86.0,"1850, until January 6, 1912,",20.0,2.2250738585072627e-306,20.0,2.2250738585072627e-306,72.0,1912,4.978706836786395,1.1077990431704809e-307,36.787944117144235,8.18558927632837e-307,72.0,1912,4.978706836786395,1.1077990431704809e-307,100.0,2.2250738585072627e-306,72.0,1912,4.978706836786395,1.1077990431704809e-307,100.0,2.2250738585072627e-306,72.0,1912,4.978706836786395,1.1077990431704809e-307,100.0,2.2250738585072627e-306,14.0,72.0,1912,4.978706836786395,1.1077990431704809e-307,100.0,2.2250738585072627e-306,9.041072320357726,5.139331868179056e-307,76.13132401952403,5.139331868179056e-307
1040,67.54385964912281,Avg BLEU: Uni-Previous,77.35714285714285,who sings the original king of the road,country singer Roger Miller -- ,country singer Roger Miller,100.0,81.0,Roger Miller.,18.393972058572118,8.18558927632837e-307,100.0,country singer Roger Miller.,75.0,66.66666666666666,50.0,33.33333333333333,81.0,Roger Miller.,18.393972058572118,8.18558927632837e-307,100.0,100.0,81.0,Roger Miller.,18.393972058572118,8.18558927632837e-307,100.0,100.0,77.5,Roger Miller.[1],18.393972058572118,8.18558927632837e-307,50.0,2.2250738585072627e-306,77.5,Roger Miller.[1],18.393972058572118,8.18558927632837e-307,100.0,100.0,56.5,43.5,"Roger Miller, who first recorded it in November 1964.[1] The lyrics tell of the day-to-day life of a hobo",5.263157894736841,2.2250738585072627e-306,5.263157894736841,2.2250738585072627e-306,24.60471688394249,9.523809523809522,67.54385964912281,9.523809523809522
