,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
231,why did sam want dean to become a vampire,"[""Sam 's soul is not with him""]",Sam Winchester,0.0,William married Sarah Lockwood Pardee,William Wirt Winchester,12.500000000000004,Dean looks and treats him like a freak,Sam Winchester,12.500000000000004,Dean looks and treats him like a freak,Sam Winchester,12.500000000000004,Dean looks and treats him like a freak,Sam Winchester,0.0,they will still try and find another way first,Sam Winchester,11.111111111111109,because Dean looks and treats him like a freak,Sam Winchester,12.500000000000004
232,i like the way you move video cast,['Fonzworth Bentley'],The Way You Move,0.0,both clips with a bridging sequence,The Way You Move,0.0,"You Move""",The Way You Move,0.0,several young women,The Way You Move,0.0,Move Your Body,Move Your Body,0.0,Move Your Body,Move Your Body,0.0,Move Your Body,Move Your Body,0.0
233,what is the full scientific name for the e. coli bacteria,['Escherichia coli'],Escherichia coli,0.0,"Escherichia""-related pathogenesis",Escherichia,100.0,Escherichia coli,Escherichia coli,100.0,Escherichia coli,Escherichia coli,100.0,Escherichia coli,Escherichia coli,100.0,Escherichia coli,Escherichia coli,100.0,Escherichia coli,Escherichia coli,100.0
234,when was the rock and roll hall of fame built in cleveland,"['on the shore of Lake Erie in downtown', 'September 1995', '1995']",Rock and Roll Hall of Fame,0.0,1983,Rock and Roll Hall of Fame,0.0,2010,Country Music Hall of Fame and Museum,11.76470588235294,"1986 ""USA Today"" poll asking where the Hall of Fame should be located. On May 5, 1986",Rock and Roll Hall of Fame,8.823529411764707,"March 21, 1997 to present early rock and roll history and information relating to the artists and personalities involved in rockabilly.
Headquartered in Nashville, Tennessee, the first induction certificate was issued on November 16, 1997",Rockabilly Hall of Fame,0.0,1986,Rock and Roll Hall of Fame,8.823529411764707,"March 21, 1997 to present early rock and roll history and information relating to the artists and personalities involved in rockabilly.
Headquartered in Nashville, Tennessee, the first induction certificate was issued on November 16, 1997",Rockabilly Hall of Fame,11.76470588235294
235,who acts as the chairman of the election commission,"['Chief Election Commissioner', 'Achal Kumar Jyoti', 'The Chief Election Commissioner']",Chief Election Commissioner of India,66.66666666666666,The Election Commission,Election Commission of India,0.0,V. S. Sampath,Election Commissioner of India,0.0,Dr.Nasim Zaidi,Election Commissioner of India,100.0,Chief Election Commissioner,Election Commissioner of India,100.0,Chief Election Commissioner,Election Commissioner of India,100.0,Chief Election Commissioner,Election Commissioner of India,100.0
236,who played mrs warboys in one foot in the grave,['Doreen Mantle'],Doreen Mantle,0.0,Jenny Tomasin,Noreen Bell,0.0,Colette Mann,Colette Mann,50.0,Mickey Mantle,Merlyn Mantle,0.0,Sheila Hancock and Peter Jones,Mr. Digby Darling,0.0,Sheila Hancock and Peter Jones,Mr Digby Darling,0.0,Sheila Hancock and Peter Jones,Mr Digby Darling,50.0
237,where was the diary of a wimpy kid filmed,['Vancouver'],Diary of a Wimpy Kid: Dog Days (film),0.0,"Edenton, North Carolina",Dog Days of Summer (film),0.0,"Edenton, North Carolina",Dog Days of Summer (film),0.0,"Edenton, North Carolina",Dog Days of Summer (film),0.0,"Edenton, North Carolina",Dog Days of Summer (film),0.0,"Edenton, North Carolina",Dog Days of Summer (film),0.0,"Edenton, North Carolina",Dog Days of Summer (film),0.0
238,who wrote the song always be humble and kind,['Lori McKenna'],Humble and Kind,0.0,Humble pie in its literal sense is a filled pastry similar to many respects to a Cornish pasty.,Humble pie,0.0,QI,Humble pie,0.0,"Since the sound ""h""",Humble pie,100.0,Lori McKenna,Humble and Kind,100.0,Lori McKenna,Humble and Kind,100.0,Lori McKenna,Humble and Kind,100.0
239,what is the time setting of game of thrones,['medieval'],Game of Thrones,0.0,298 AL (After Landing),A Game of Thrones,0.0,"The game is based on the ""A Song of Ice and Fire"" fantasy series by George R. R. Martin",A Game of Thrones (board game),0.0,"The game is based on the ""A Song of Ice and Fire"" fantasy series by George R. R. Martin",A Game of Thrones (board game),0.0,"The game is based on the ""A Song of Ice and Fire"" fantasy series by George R. R. Martin",A Game of Thrones (board game),0.0,"The game is based on the ""A Song of Ice and Fire"" fantasy series by George R. R. Martin",A Game of Thrones (board game),0.0,"The game is based on the ""A Song of Ice and Fire"" fantasy series by George R. R. Martin",A Game of Thrones (board game),0.0
240,where does arsenic and old lace take place,"['Brooklyn , New York']",Arsenic and Old Lace (play),0.0,Hudson Theater,Arsenic and Old Lace (play),0.0,Hudson Theater,Arsenic and Old Lace (play),0.0,Hudson Theater,Arsenic and Old Lace (play),0.0,Broadway at the Fulton Theatre,Arsenic and Old Lace (play),0.0,Broadway at the Fulton Theatre,Arsenic and Old Lace (play),47.76875403825262,"Brooklyn, New York",Arsenic and Old Lace (play),47.76875403825262
241,what is the second book in the alchemyst series,['The Magician'],The Secrets of the Immortal Nicholas Flamel,0.0,Dark Secret,Dark Secret,11.111111111111109,"The Sorceress"", ""The Necromancer"", ""The Warlock"" and ""The Enchantress""",The Secrets of the Immortal Nicholas Flamel,0.0,"""The Enchantress""",The Secrets of the Immortal Nicholas Flamel,100.0,The Magician,The Secrets of the Immortal Nicholas Flamel,0.0,"""The Enchantress""",The Secrets of the Immortal Nicholas Flamel,0.0,"""The Enchantress""",The Secrets of the Immortal Nicholas Flamel,100.0
242,bowler to take hattrick in both inning in test match,"['Jimmy Matthews', 'leg spinner Jimmy Matthews']",List of Test cricket hat-tricks,0.0,Irfan Pathan,Test cricket hat-tricks,100.0,Jimmy Matthews,List of Test cricket hat-tricks,100.0,Jimmy Matthews,List of Test cricket hat-tricks,0.0,Brett Lee,List of Twenty20 International cricket hat-tricks,100.0,Jimmy Matthews,List of Test cricket hat-tricks,100.0,Jimmy Matthews,List of Test cricket hat-tricks,100.0
243,what is the width of a cricket bat,"['no more than 4.25 inches', '4.25 inches ( 108 mm )', 'no more than 4.25 inches ( 108 mm )', 'no more than 4.25 in ( 108 mm )']",Cricket bat,38.94003915357025,4.25 in (108 mm),Cricket bat,34.227807935506135,4.25 inches (108 mm).,Cricket bat,34.227807935506135,4.25 inches (108 mm).,Cricket bat,34.227807935506135,4.25 inches (108 mm).,Cricket bat,34.227807935506135,4.25 inches (108 mm).,Cricket bat,34.227807935506135,"4.25 inches (108 mm),",Cricket bat,4.712231218064112
244,who played alex cross in along came a spider,['Morgan Freeman'],Along Came a Spider (film),100.0,Morgan Freeman,Along Came a Spider (film),100.0,Morgan Freeman,Along Came a Spider (film),100.0,Morgan Freeman,Along Came a Spider (film),100.0,Morgan Freeman,Along Came a Spider (film),100.0,Morgan Freeman,Along Came a Spider (film),33.33333333333333,Morgan Freeman and Jay O. Sanders,Along Came a Spider (film),66.66666666666667
245,who was the first signatory of the israeli declaration of independence,['David Ben - Gurion'],Israeli Declaration of Independence,18.393972058572118,David Ben-Gurion,Declaration of Independence (Israel),18.393972058572118,David Ben-Gurion,Israeli Declaration of Independence,18.393972058572118,David Remez,Israeli Declaration of Independence,18.393972058572118,David Ben-Gurion,Israeli Declaration of Independence,23.88437701912631,Meir David Loewenstein,Israeli Declaration of Independence,23.88437701912631,Meir David Loewenstein,Israeli Declaration of Independence,5.490404960554191
246,who came up with the first working periodic table,['Dmitri Mendeleev'],History of the periodic table,100.0,Dmitri Mendeleev,History of the periodic table,100.0,Dmitri Mendeleev,History of the periodic table,100.0,Dmitri Mendeleev,History of the periodic table,100.0,Dmitri Mendeleev,History of the periodic table,36.787944117144235,Mendeleev,History of the periodic table,36.787944117144235,Mendeleev,History of the periodic table,63.212055882855765
247,when did cybermen first appear in doctor who,"['The Tenth Planet ( 1966 )', '1966', 'in 1966']",Cyberman,0.0,World War I and World War II,Cyber (comics),0.0,nearly fifty years prior,Cyber (comics),0.0,nearly fifty years prior,Cyber (comics),0.0,nearly fifty years prior,Cyber (Marvel Comics),1.3888888888888888,"nearly fifty years prior. Deceived by Daken's emotional powers, Cyber seemingly succumbs to the poisonous effects of the carbonadium pacemaker, his weakened heart condition, or both and collapses in pain as Daken steps on his medication. He was last seen left for dead by both Daken and Wolverine.
Cyber is later killed by Ogun who claims that he was a formidable opponent, then tries to sell his adamantium carapace to Dr. Abraham Cornelius",Cyber (Marvel Comics),0.0,nearly fifty years prior,Cyber (Marvel Comics),1.3888888888888888
248,oklahoma's 10 geographic regions are defined by surface features called,['ecological regions'],Geography of Oklahoma,0.0,"small mountain ranges, prairie, and eastern forests",Oklahoma,0.0,Climate,Geography of Oklahoma,0.0,The Geography,Geography of Oklahoma,0.0,The Geography,Geography of Oklahoma,0.0,The Geography,Geography of Oklahoma,0.0,The Geography,Geography of Oklahoma,0.0
249,communities of similar organisms found in a particular environment are called,"['species', 'habitat']",Habitat,0.0,"dry savanna, subtropical or tropical seasonally wet or flooded lowland grassland, and pastureland",Grassland Sparrow,50.0,Terrestrial habitat,Terrestrial habitat,50.0,Terrestrial habitat,Terrestrial habitat,50.0,Terrestrial habitat,Terrestrial habitat,50.0,Terrestrial habitat,Terrestrial habitat,50.0,Terrestrial habitat,Terrestrial habitat,50.0
250,who plays scrooge mcduck in the new ducktales,['David Tennant'],DuckTales (2017 TV series),20.0,David Misch and Michael Markowitz,Duckman,0.0,Magica De Spell,DuckTales,0.0,Mihaela Mitrache was Webbigail along with the great master Cornel Vulpe,DuckTales,0.0,Webby,DuckTales (2017 TV series),100.0,David Tennant,List of DuckTales (2017 TV series) episodes,100.0,David Tennant,List of DuckTales (2017 TV series) episodes,100.0
251,who wrote i'm in the mood for dancing,"['Ben Findon', 'Ben Findon , Mike Myers and Bob Puzey']",I'm In the Mood for Dancing,0.0,Dorothy Fields,I'm in the Mood for Love,0.0,The Nolan Sisters,I'm In the Mood for Dancing,28.57142857142857,"Mike Myers and Bob Puzey, and featured lead vocals by group member Bernie Nolan",I'm In the Mood for Dancing,28.57142857142857,"Mike Myers and Bob Puzey, and featured lead vocals by group member Bernie Nolan",I'm In the Mood for Dancing,74.303819978587,"Ben Findon, Mike Myers and Bob Puzey",I'm In the Mood for Dancing,0.0,The Nolan Sisters,I'm in the Mood for Dancing,74.303819978587
252,what does it mean when you roll your thumbs,"['an example of a useless , time - wasting activity']",Thumb twiddling,17.647058823529413,"an activity that will take the attention of the performer, but will not yield any useful results",Thumb twiddling,19.470019576785123,at least a moderate amount of manual dexterity,Thumb twiddling,19.470019576785123,at least a moderate amount of manual dexterity,Thumb twiddling,2.5641025641025643,"index finger knuckle (July): instead of wrapping around back to the little finger, some people reverse direction and continue from the index finger knuckle (counting it for both July and August) and ending on the ring finger knuckle.
Two handed",Knuckle mnemonic,1.4705882352941173,"saying the months while doing so. Then return to the little finger knuckle (now August) and continue for the remaining months.
One variant of this approach differs after reaching the index finger knuckle (July): instead of wrapping around back to the little finger, some people reverse direction and continue from the index finger knuckle (counting it for both July and August) and ending on the ring finger knuckle.
Two handed",Knuckle mnemonic,0.0,saying the months while doing so,Knuckle mnemonic,19.470019576785123
253,most passing yards in nfl history in a game,"['554', 'Norm Van Brocklin']",List of 400-yard passing games in the National Football League,0.0,200,List of National Football League players with 200 career passing touchdowns,0.0,124,List of NFL quarterbacks who have passed for 400 or more yards in a game,0.0,128,List of NFL quarterbacks who have passed for 400 or more yards in a game,0.0,130,List of 400-yard passing games in the National Football League,100.0,Norm Van Brocklin,List of 500-yard passing games in the National Football League,100.0,Norm Van Brocklin,List of 500-yard passing games in the National Football League,100.0
254,how many world series wins does the dodgers have,"['six', '6']",Los Angeles Dodgers,0.0,4-2,Freeway Series,100.0,six,Los Angeles Dodgers,100.0,six,Los Angeles Dodgers,100.0,six,Los Angeles Dodgers,20.0,six more World Series rings,Los Angeles Dodgers,100.0,six,Los Angeles Dodgers,100.0
255,who has the world's largest standing army,"['China', 'South Korea']",List of countries by number of military and paramilitary personnel,0.0,"countries sorted by the number of total troops within the command of that country, including reserve forces that can aid a depleted active military and/or paramilitary. These numbers are approximations; military forces around the world are constantly changing in manpower from time to time.",List of countries by number of total troops,0.0,Belize,Military service,0.0,two Koreas and Vietnam,List of countries by number of military and paramilitary personnel,0.0,two Koreas and Vietnam,List of countries by number of military and paramilitary personnel,0.0,the two Koreas and Vietnam,List of countries by number of military and paramilitary personnel,0.0,the two Koreas and Vietnam,List of countries by number of military and paramilitary personnel,0.0
256,what does the keys to the city mean,"['symbolises the freedom of the recipient to enter and leave the city at will , as a trusted friend of city residents', 'evoking medieval walled cities , the gates of which would be guarded during the day and locked at night , the key symbolises the freedom of the recipient to enter and leave the city at will , as a trusted friend of city residents']",Freedom of the City,22.727272727272727,"The Key to the City award is used in many places, in a manner similar to Freedom of the City (see below).",Freedom of the City,43.45982085070783,freedom of the recipient to enter and leave the city at will,Freedom of the City,43.45982085070783,freedom of the recipient to enter and leave the city at will,Freedom of the City,43.45982085070783,freedom of the recipient to enter and leave the city at will,Freedom of the City,43.45982085070783,freedom of the recipient to enter and leave the city at will,Freedom of the City,43.45982085070783,freedom of the recipient to enter and leave the city at will,Freedom of the City,20.7325481234351
257,what is one element a topographic map shows,['relief'],Topographic map,0.0,coverage detail,Coverage details of Google Maps,0.0,Map of the Earth,Map of the Earth,0.0,:,Historical map,0.0,:,Historical map,0.0,:,Historical map,0.0,:,Historical map,0.0
258,who won the nobel peace prize for 2017,"['the International Campaign to Abolish Nuclear Weapons ( ICAN )', 'International Campaign to Abolish Nuclear Weapons ( ICAN )']",2017 Nobel Peace Prize,0.0,Andrei Sakharov,Sakharov Prize,0.0,Liu,2010 Nobel Peace Prize,0.0,Liu,2010 Nobel Peace Prize,60.653065971263345,International Campaign to Abolish Nuclear Weapons,2017 Nobel Peace Prize,60.653065971263345,International Campaign to Abolish Nuclear Weapons,2017 Nobel Peace Prize,60.653065971263345,International Campaign to Abolish Nuclear Weapons,2017 Nobel Peace Prize,60.653065971263345
259,when does clark meet the flash in smallville,"[""the season four episode `` Run ''""]",Justice League (Smallville),14.285714285714285,during the years before he becomes Superman,Smallville (TV series),11.111111111111109,during the years before he becomes known as Superman,Smallville,4.761904761904762,"May 13, 2011, follows Clark Kent (Tom Welling) in the fictional town of Smallville, Kansas, before he becomes known as Superman",Smallville,4.761904761904762,two religious con men who set up shop in Smallville and use kryptonite in their spiritual seminars to rob the townspeople,Smallville,14.285714285714285,before he becomes the Man of Steel,Smallville,14.285714285714285,before he becomes the Man of Steel,Smallville,9.523809523809522
260,who played bat masterson in the movie tombstone,['Mason Alan Dinehart'],Mason Alan Dinehart,0.0,Raymond Burr and Barbara Hale,Perry Mason (TV series),0.0,Los Angeles District Attorney Hamilton Burger,William Talman (actor),0.0,Bill Emory,Peter Leeds,0.0,police Lieutenant Brock,James McEachin,0.0,Bartlett Whitney Robinson,Bartlett Robinson,0.0,William Talman,Perry Mason (1957 TV series),0.0
261,why did the colonists have a problem with the tea act of 1773,"[""because they believed that it violated their rights as Englishmen to `` No taxation without representation '' , that is , to be taxed only by their own elected representatives and not by a British parliament in which they were not represented""]",Boston Tea Party,5.406829992306279,"resented this favored treatment of a major company, which employed lobbyists and wielded great influence in Parliament",Boston Tea Party,2.556153320650739,they believed that it violated their rights as Englishmen,Boston Tea Party,2.556153320650739,they believed that it violated their rights as Englishmen,Boston Tea Party,2.556153320650739,they believed that it violated their rights as Englishmen,Boston Tea Party,11.600167134566803,"they believed that it violated their rights as Englishmen to ""no taxation without representation"",",Boston Tea Party,11.600167134566803,"they believed that it violated their rights as Englishmen to ""no taxation without representation"",",Boston Tea Party,9.044013813916063
262,who started the tradition of coloring easter eggs,['early Christians of Mesopotamia'],Easter egg,20.0,the female of many animals,Egg (food),100.0,early Christians of Mesopotamia,Easter egg,100.0,early Christians of Mesopotamia,Easter egg,100.0,early Christians of Mesopotamia,Easter egg,20.0,females of many different species,List of egg dishes,20.0,females of many different species,List of egg dishes,80.0
263,why was hong kong important to the british empire,['a centre for international trade'],British Hong Kong,10.000000000000002,Hong Kong was a crown colony of the United Kingdom,Hong Kong,0.0,Hong Kong,Hong Kong British,16.666666666666668,Hong Kong as a Crown colony,British Hong Kong,0.0,Hong Kong,Hong Kong British,0.0,Hong Kong,Hong Kong British,0.0,Hong Kong,Hong Kong British,16.666666666666668
264,where does cleavage of the peptide bond by chymotrypsin occur,"['digestive systems', 'positions 14 - 15 , 146 - 147 and 148 - 149', 'where the side - chain of the amino acid N - terminal to the scissile amide bond ( the P position ) is a large hydrophobic amino acid ( tyrosine , tryptophan , and phenylalanine )']",Chymotrypsin,57.14285714285714,"carboxyl side of tyrosine, tryptophan, and phenylalanine",Chymotrypsin,76.47058823529412,where the carboxyl side of the amide bond (the P1 position) is a large hydrophobic amino acid,Chymotrypsin,76.47058823529412,where the carboxyl side of the amide bond (the P1 position) is a large hydrophobic amino acid,Chymotrypsin,92.85714285714286,where the side chain of the amino acid N-terminal to the scissile amide bond,Chymotrypsin,92.85714285714286,where the side chain of the amino acid N-terminal to the scissile amide bond,Chymotrypsin,92.85714285714286,where the side chain of the amino acid N-terminal to the scissile amide bond,Chymotrypsin,35.71428571428572
265,who were the first non native settlers in the us,"['West Norse sailors', 'European colonization']",European colonization of the Americas,0.0,Roman Catholics,European colonization of the Americas,0.0,indentured servants,European colonization of the Americas,100.0,West Norse sailors,European colonization of the Americas,50.0,the Norse,European colonization of the Americas,0.0,Norwegian explorers,European colonization of the Americas,50.0,Norse explorers,European colonization of the Americas,100.0
266,how long did it take to build the great pyramid of egypt,"['over a 10 - to 20 - year period', '20 - year period', 'a 10 - to 20 - year period']",Great Pyramid of Giza,71.65313105737893,20 year period,Great Pyramid of Giza,75.0,10 to 20-year period,Great Pyramid of Giza,75.0,10 to 20-year period,Great Pyramid of Giza,75.0,10 to 20-year period,Great Pyramid of Giza,18.393972058572118,20-year period,Great Pyramid of Giza,50.0,20 years to build,Great Pyramid of Giza,56.60602794142788
267,what channel is nbc sports northwest on directv,['not available on satellite providers DirecTV'],NBC Sports Northwest,4.3478260869565215,"FSN Northwest is a United States sports television channel available in Washington, Oregon, Idaho, Montana, parts of Wyoming, and parts of northern Nevada",FSN Northwest,1.7341040462427744,"Trail Blazers games available to competing multichannel programming distributors such as DirecTV and Dish Network.
One Oregon cable company, Canby Telcom, has objected to the additional annual charge in excess of $32 being required to be charged per customer in 2012 and has announced plans to stop carrying the channel. Canby Telcom President Keith Galitz is quoted as saying ""That's just too steep an increase for us, and it's not in line with inflation or normal escalation of prices in the industry."" Canby Telcom had announced plans to discontinue the channel as Comcast had offered a non-negotiable fee increase that would bring the annual per subscriber charge to over $32. Canby Telcom has accused Comcast of raising rates way beyond the rate of inflation and industry-wide increases. Clear Creek Television, which carried the Trail Blazers for 15 years, was rebuffed when even attempting to negotiate the above-market rate Comcast pushed at Clear Creek.
""Comcast clearly sees the public perception of its treatment of sports fans as a potential Achilles heel in efforts to acquire NBCU",Comcast SportsNet Northwest,0.0,Comcast SportsNet Northwest,Comcast SportsNet Northwest,0.0,an American regional sports network,NBC Sports Northwest,0.0,an American regional sports network,NBC Sports Northwest,0.0,NBC Sports Regional Networks,NBC Sports Northwest,4.3478260869565215
268,which is the world's largest company in terms of revenue,['Walmart'],List of largest companies by revenue,0.0,companies with annual revenues exceeding 20 billion U.S. dollars,List of companies by revenue,0.0,companies with annual revenues exceeding 100 billion USD,List of largest companies by revenue,0.0,State-owned enterprise,List of largest companies by revenue,0.0,Fortune Global 500 tally,List of largest companies by revenue,100.0,Walmart,List of largest companies by revenue,100.0,Walmart,List of largest companies by revenue,100.0
269,what is the term for circular movement around a central point,"['angular rotation', 'Coriolis effect']",Coriolis force,100.0,Coriolis effect,Coriolis effect,0.0,Coriolis–Stokes force,Coriolis–Stokes force,0.0,cyclonic flow,Coriolis force,2.0,"centripetal"" component of acceleration resembles that for circular motion at radius ""r""B, while the perpendicular component is velocity dependent, increasing with the radial velocity ""v"" and directed to the right of the velocity. The situation could be described as a circular motion combined with an ""apparent Coriolis acceleration"" of 2ω""v"".",Coriolis force,0.0,cyclonic flow,Coriolis force,0.0,cyclonic flow,Coriolis force,100.0
270,where do the secretory cells of endocrine glands secrete their products,"['epithelial surface', 'bloodstream', 'directly into the bloodstream']",Exocrine gland,75.0,directly into the blood,Endocrine glands,10.000000000000002,located in the tail and associated with the spinal cord,Pituitary gland,3.225806451612903,hypophysial fossa of the sphenoid bone in the center of the middle cranial fossa and is surrounded by a small bony cavity (sella turcica) covered by a dural fold (diaphragma sellae).,Pituitary gland,75.0,directly into the blood,Endocrine gland,75.0,directly into the blood,Endocrine gland,75.0,directly into the blood,Endocrine gland,71.7741935483871
271,where did the cosbys live in new york,"['Brooklyn Heights , New York , at 10 Stigwood Avenue', 'Brooklyn , New York', 'in Brooklyn', 'a brownstone in Brooklyn Heights , New York , at 10 Stigwood Avenue']",The Cosby Show,14.285714285714285,Hyman still maintains an apartment in Oslo,Earle Hyman,100.0,Brooklyn Heights,The Cosby Show,100.0,Brooklyn Heights,The Cosby Show,100.0,Brooklyn Heights,The Cosby Show,66.66666666666666,"Brooklyn, New York",List of The Cosby Show characters,66.66666666666666,"Brooklyn, New York",List of The Cosby Show characters,85.71428571428572
272,christmas though a christian holiday began as a celebration of,"['pre-Christian festivals that were celebrated around the winter solstice', 'the winter solstice']",Christmas,0.0,Christmas season,Christmas season (disambiguation),0.0,Christmas Day,Christmas Day (disambiguation),0.0,It's Christmas,It's Christmas,0.0,streetscapes,Christmas,0.0,It's Christmas,It's Christmas,20.0,the birth of Jesus Christ,Christmas,20.0
273,where did the beer hall putsch take place,"['Munich , Bavaria']",Beer Hall Putsch,11.111111111111109,"One of the largest in Munich was the ""Bürgerbräukeller"",",Beer Hall Putsch,9.09090909090909,"One of the largest beer halls in Munich was the ""Bürgerbräukeller"",",Beer Hall Putsch,30.326532985631673,"Munich, Bavaria",Beer Hall Putsch,30.326532985631673,"Munich, Bavaria",Beer Hall Putsch,30.326532985631673,"Munich, Bavaria",Beer Hall Putsch,30.326532985631673,"Munich, Bavaria",Beer Hall Putsch,21.235623894722583
274,who said beware of the ides of march,"['a haruspex named Spurinna', 'a seer', 'the soothsayer']",Ides of March,0.0,Julius Caesar,Ides of March (disambiguation),100.0,the seer,Ides of March,100.0,a seer,Ides of March,100.0,a seer,Ides of March,36.787944117144235,soothsayer,Ides of March,36.787944117144235,soothsayer,Ides of March,100.0
275,in what state was the united states center of population gravity located during the period 1790,"['Maryland', 'Kent County , Maryland']",Mean center of the United States population,100.0,Maryland,Mean center of United States population,0.0,west and south,Mean center of the United States population,0.0,west and south,Mean center of the United States population,0.0,west by south,Mean center of the United States population,0.0,west by south,Mean center of the United States population,0.0,west by south,Mean center of the United States population,100.0
276,who are the stars in dancing with the stars,['Kareem Abdul - Jabbar'],Dancing with the Stars (U.S. season 26),0.0,celebrities and professional dancers,Dancing with the Stars (U.S. season 3),0.0,"supermodels, actors, politicians and other celebrities",Dancing with the Stars (U.S. TV series),0.0,"professional and Olympic athletes, models, actors, singers, reality television stars, chefs, talk show hosts, journalists, entrepreneurs, magicians, politicians, newsmakers, internet personalities, and an astronaut",Dancing with the Stars (U.S. TV series),0.0,"Sasha Farber and Jenna Johnson, and season 24 troupe members Artur Adamski, Brandon Armstrong, Hayley Erbert, and Britt Stewart",Dancing with the Stars (U.S. season 25),0.0,current and former athletes,Dancing with the Stars (American season 26),0.0,current and former athletes,Dancing with the Stars (American season 26),0.0
277,who proclaimed 5th october as world’s teachers day,['UNESCO / ILO'],World Teachers' Day,0.0,World Teachers' Day,World Teachers' Day,2.5,"World Teachers' Day, held annually on October 5th since 1994, commemorates teachers’ organizations worldwide. Its aim is to mobilize support for teachers and to ensure that the needs of future generations will continue to be met by teachers.
According to UNESCO",World Teachers' Day,13.53352832366127,UNESCO,World Teachers' Day,0.0,"World Teachers' Day, also known as International Teachers Day",World Teachers' Day,20.0,UNESCO and Education International (EI),World Teachers' Day,20.0,UNESCO and Education International (EI),World Teachers' Day,20.0
278,when does season 6 of the next step start,['2018'],List of The Next Step episodes,0.0,Fall of 2006,The Next Step,0.0,"March 8, 2013",List of The Next Step episodes,0.0,"March 7, 2014",List of The Next Step episodes,100.0,2018,List of The Next Step episodes,33.33333333333333,"September 29, 2018",The Next Step (2013 TV series),33.33333333333333,"September 29, 2018",The Next Step (2013 TV series),100.0
279,what is the third season of total drama,"['World Tour', 'Total Drama World Tour']",Total Drama,0.0,"The cast changed in subsequent seasons, notably with the inclusion of Inspector Sean Han (Robin Leong), Inspector Herbert de Souza (Mark Richmond), and Sergeant Yeo Lay Kim (Chong Chia Suan)",Triple Nine,100.0,Total Drama World Tour,Total Drama,100.0,Total Drama World Tour,Total Drama,75.0,"Total Drama World Tour"",",Total Drama,100.0,Total Drama World Tour,Total Drama,75.0,"""Total Drama World Tour",Total Drama,100.0
280,how many times has south korea held the winter olympics,['two'],South Korea at the Olympics,0.0,South Korea has also participated in every Winter Olympic Games since 1948,South Korea at the Olympics,0.0,several,Korea at the Olympics,0.0,several,Korea at the Olympics,0.0,"Korea at the Olympics may refer to:
At the Olympic Games in 2000, 2004 and 2006",Korea at the Olympics,0.0,Korea,Korea at the Olympics,0.0,Korea,Korea at the Olympics,0.0
281,what was the biggest tank in world war 2,"['Panzerkampfwagen VIII Maus', ""Panzerkampfwagen VIII Maus ( `` Mouse '' )""]",Panzer VIII Maus,30.326532985631673,the Maus,Panzer VIII Maus,0.0,It is the heaviest fully enclosed armoured fighting vehicle ever built,Panzer VIII Maus,0.0,It is the heaviest fully enclosed armoured fighting vehicle ever built,Panzer VIII Maus,0.0,It is the heaviest fully enclosed armoured fighting vehicle ever built,Panzer VIII Maus,5.555555555555554,"The Maus was intended to punch holes through enemy defences in the manner of an immense ""breakthrough tank",Panzer VIII Maus,30.326532985631673,The Maus,Panzer VIII Maus,30.326532985631673
282,chris cornell she's going to change the world,"[""Ca n't Change Me""]",Can't Change Me,47.76875403825262,Can't Change Me,Can't Change Me,4.166666666666666,"You Can't Change Me"" is the second single from Roger Sanchez's album ""First Contact"" (2001). The song features Armand Van Helden and N'Dea Davenport.",You Can't Change Me,4.166666666666666,"You Can't Change Me"" is the second single from Roger Sanchez's album ""First Contact"" (2001). The song features Armand Van Helden and N'Dea Davenport.",You Can't Change Me,4.166666666666666,"You Can't Change Me"" is the second single from Roger Sanchez's album ""First Contact"" (2001). The song features Armand Van Helden and N'Dea Davenport.",You Can't Change Me,4.166666666666666,"You Can't Change Me"" is the second single from Roger Sanchez's album ""First Contact"" (2001). The song features Armand Van Helden and N'Dea Davenport.",You Can't Change Me,4.166666666666666,"You Can't Change Me"" is the second single from Roger Sanchez's album ""First Contact"" (2001). The song features Armand Van Helden and N'Dea Davenport.",You Can't Change Me,43.60208737158595
283,how tall is the tallest building in las vegas,"['1,149 feet', '735 feet ( 224 m )', '642 feet ( 196 m )', 'The Drew Las Vegas']",List of tallest buildings in Las Vegas,0.0,"Tallest under construction, proposed, and approved",List of tallest buildings in New York City,25.0,at least 400 feet,List of tallest buildings in Las Vegas,50.0,Fontainebleau Resort Las Vegas,List of tallest buildings in Las Vegas,36.36363636363637,The tallest building in Las Vegas is The Drew Las Vegas,List of tallest buildings in Las Vegas,20.0,400 feet (122 m) tall,List of tallest buildings in Las Vegas,40.0,JW Marriott Las Vegas Blvd,List of tallest buildings in Las Vegas,50.0
