,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
264,when did the celebrities enter the big brother house,"['February 7 , 2018', '2017']",Celebrity Big Brother (U.S. TV series),-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"February 7, 2018",Celebrity Big Brother (U.S. TV series),-1.0,None,None,-1.0,None,None,48.76875403825262
265,who did carolina lose to in the super bowl,"['Denver Broncos', 'New England Patriots']",List of Super Bowl champions,14.285714285714285,Kansas City Chiefs and New York Jets,List of Super Bowl champions,100.0,Denver Broncos,List of Super Bowl champions,100.0,New England Patriots,List of Super Bowl champions,100.0,Denver Broncos,List of Super Bowl champions,100.0,Denver Broncos,List of Super Bowl champions,100.0,Denver Broncos,List of Super Bowl champions,85.71428571428572
266,what is the salary of the ceo of microsoft,"['$84.3 million', '$84.3 million ( 2018 )']",Satya Nadella,-1.0,None,None,0.0,"$700,000",Satya Nadella,0.0,"nearly $700,000",Satya Nadella,0.0,"$700,000",Satya Nadella,50.0,$17.6 million,Satya Nadella,0.0,executive chairman,Satya Nadella,51.0
267,how many nfl games were played in london,['21'],NFL International Series,-1.0,None,None,0.0,two,NFL International Series,0.0,two,NFL International Series,0.0,four,NFL International Series,0.0,three,NFL International Series,0.0,three,NFL International Series,1.0
268,who wins america's next top model cycle 20,"['19 - year - old Jourdan Miller from Bend , Oregon', 'Jourdan Miller']",America's Next Top Model (cycle 20),-1.0,None,None,100.0,Jourdan Miller,America's Next Top Model (cycle 20),100.0,Jourdan Miller,America's Next Top Model (cycle 20),100.0,Jourdan Miller,America's Next Top Model (cycle 20),-1.0,None,None,-1.0,None,None,101.0
269,who has won the most olympic medals in curling,['Anette Norberg'],List of Olympic medalists in curling,0.0,World Curling Men's Champions,List of Olympic medalists in curling,-1.0,None,None,0.0,7 have won two,List of Olympic medalists in curling,0.0,7 have won two,List of Olympic medalists in curling,-1.0,None,None,0.0,11 have won two,List of Olympic medalists in curling,1.0
270,who is the head of parliament in uk,"['Sovereign of the United Kingdom ( currently Queen Elizabeth II )', 'Elizabeth II', 'the Sovereign of the United Kingdom ( currently Queen Elizabeth II )']",Parliament of the United Kingdom,100.0,Queen Elizabeth II,Parliament of the United Kingdom,100.0,the Sovereign of the United Kingdom,Parliament of the United Kingdom,100.0,the Sovereign of the United Kingdom,Parliament of the United Kingdom,100.0,the Sovereign of the United Kingdom,Parliament of the United Kingdom,50.0,the sovereign,Parliament of the United Kingdom,50.0,the sovereign,Parliament of the United Kingdom,50.0
271,when was the original stephen king it movie made,"['November 18 -- November 20 , 1990', '1990']",It (miniseries),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,1990,It (miniseries),0.0,1979,It (miniseries),0.0,1979,It (miniseries),101.0
272,what stations in seattle are owned by sinclair,['KOMO - TV'],List of stations owned or operated by Sinclair Broadcast Group,-1.0,None,None,-1.0,None,None,0.0,154,List of stations owned or operated by Sinclair Broadcast Group,0.0,173,List of stations owned or operated by Sinclair Broadcast Group,0.0,WPGH-TV and WPTT,List of stations owned or operated by Sinclair Broadcast Group,0.0,WPGH-TV and WPTT,List of stations owned or operated by Sinclair Broadcast Group,1.0
273,when does flash come back on season 4 episode 17,"['April 10 , 2018', 'May 1 , 2018']",The Flash (season 4),-1.0,None,None,-1.0,None,None,-1.0,None,None,18.393972058572118,January 2018,The Flash (season 4),-1.0,None,None,47.76875403825262,"May 22, 2018",The Flash (season 4),48.76875403825262
274,who is the ceo of crate and barrel,['Neela Montgomery'],Crate & Barrel,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
275,which songs did liam write as you were,['Wall of Glass'],As You Were (Liam Gallagher album),-1.0,None,None,-1.0,None,None,-1.0,None,None,11.111111111111109,"""Wall of Glass"" to the stark swirl of ""Chinatown""",As You Were (Liam Gallagher album),-1.0,None,None,100.0,Wall of Glass,As You Were (Liam Gallagher album),101.0
276,where is the nfl game in london played,"['Wembley Stadium', 'Twickenham Stadium']",NFL International Series,-1.0,None,None,100.0,Wembley Stadium,NFL International Series,100.0,Wembley Stadium,NFL International Series,100.0,Twickenham Stadium,NFL International Series,100.0,Twickenham Stadium,NFL International Series,100.0,Twickenham Stadium,NFL International Series,101.0
277,who is the secretary of state for northern ireland,['Karen Bradley'],Secretary of State for Northern Ireland,0.0,the United Kingdom cabinet minister,Secretary of State for Northern Ireland,0.0,Her Majesty's Principal Secretary of State,Secretary of State for Northern Ireland,0.0,Her Majesty's Principal Secretary of State,Secretary of State for Northern Ireland,0.0,Her Majesty's Principal Secretary of State,Secretary of State for Northern Ireland,0.0,the principal secretary of state in Her Majesty's Government who represents Northern Ireland in Cabinet,Secretary of State for Northern Ireland,0.0,a secretary of state in the Government of the United Kingdom,Secretary of State for Northern Ireland,0.0
278,how many series of diary of a wimpy kid are there,['12'],Diary of a Wimpy Kid (book series),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,twelve,Diary of a Wimpy Kid (book series),-1.0,None,None,-1.0,None,None,1.0
279,how many jimmy johns are there in the us,"['more than 2,500 locations', 'more than 2,500', '2,630 ( December 2016 )', 'almost 3,000 stores', '2,630']",Jimmy John's,0.0,nearly 500,Jimmy John's,66.66666666666666,"more than 2,000",Jimmy John's,66.66666666666666,"more than 2,000",Jimmy John's,100.0,"almost 3,000",Jimmy John's,100.0,"almost 3,000",Jimmy John's,100.0,"almost 3,000",Jimmy John's,100.0
280,what episode does caroline come into the originals,['Brave New World'],The Vampire Diaries (season 2),-1.0,None,None,0.0,Uncle John,The Vampire Diaries (season 2),0.0,22,The Vampire Diaries (season 2),0.0,22,The Vampire Diaries (season 2),0.0,22,The Vampire Diaries (season 2),0.0,opening hour,The Vampire Diaries (season 2),1.0
281,who won the election for mayor in boston,"['Marty Walsh', 'Incumbent Democratic mayor Marty J. Walsh', 'Marty J. Walsh']","Boston mayoral election, 2017",-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Marty J. Walsh,"Boston mayoral election, 2017",-1.0,None,None,-1.0,None,None,101.0
282,how many episodes in adventure time season 1,['26'],Adventure Time (season 1),-1.0,None,None,100.0,26,Adventure Time (season 1),100.0,26,Adventure Time (season 1),100.0,26,Adventure Time (season 1),100.0,26,Adventure Time (season 1),100.0,26,Adventure Time (season 1),101.0
283,when's the last time army won the army navy game,"['Army', '2017']",Army–Navy Game,-1.0,None,None,0.0,1983,Army–Navy Game,0.0,1983,Army–Navy Game,0.0,"December 10, 2016",Army–Navy Game,0.0,1972,Army–Navy Game,0.0,2001,Army–Navy Game,1.0
284,the resting stage of the cell cycle is,"['Interphase', 'A phase where the cell has left the cycle and has stopped dividing', 'Gap 0']",Cell cycle,50.0,S phase,Cell cycle,50.0,G1 phase,Cell cycle,50.0,G1 phase,Cell cycle,50.0,G1 phase,Cell cycle,50.0,S phase,Cell cycle,50.0,S phase,Cell cycle,0.0
285,when was the last person executed in florida,"['Eric Scott Branch', 'February 22 , 2018']",List of individuals executed in Florida,0.0,1976,List of individuals executed in Florida,-1.0,None,None,-1.0,None,None,0.0,1976,List of individuals executed in Florida,-1.0,None,None,-1.0,None,None,1.0
286,who wrote the song after you've gone,"['Turner Layton', 'composed by Turner Layton with lyrics by Henry Creamer .', 'composed by Turner Layton']",After You've Gone (song),58.41005873035536,"Turner Layton, with lyrics written by Henry Creamer",After You've Gone (song),100.0,Turner Layton,After You've Gone (song),58.41005873035536,"Turner Layton, with lyrics written by Henry Creamer",After You've Gone (song),100.0,Turner Layton,After You've Gone (song),-1.0,None,None,100.0,Turner Layton,After You've Gone (song),101.0
287,when was the last time the womens hockey team won gold,['2018'],United States women's national ice hockey team,-1.0,None,None,0.0,2006,United States women's national ice hockey team,0.0,2006,United States women's national ice hockey team,0.0,2006,United States women's national ice hockey team,0.0,2006,United States women's national ice hockey team,0.0,2006,United States women's national ice hockey team,1.0
288,what was the outcome of the battle of san juan hill,['Cuban - American victory'],Battle of San Juan Hill,7.6923076923076925,750 Spanish soldiers were ordered to hold the heights against an American offensive,Battle of San Juan Hill,0.0,the Spanish retreated,Battle of San Juan Hill,12.500000000000004,The American assault then broke into a charge,Battle of San Juan Hill,0.0,they became separated,Battle of San Juan Hill,0.0,they became separated,Battle of San Juan Hill,0.0,they became separated,Battle of San Juan Hill,12.500000000000004
289,when did the eagles play in the superbowl,"['February 6 , 2005']",Super Bowl XXXIX,0.0,2004,Super Bowl XXXIX,47.76875403825262,"February 6, 2005",Super Bowl XXXIX,47.76875403825262,"February 6, 2005",Super Bowl XXXIX,50.0,"Sunday, February 6, 2005",Super Bowl XXXIX,47.76875403825262,"February 6, 2005",Super Bowl XXXIX,47.76875403825262,"February 6, 2005",Super Bowl XXXIX,50.0
290,who starred in the film walk the line,"['Joaquin Phoenix', ""Joaquin Phoenix as Cash , Reese Witherspoon as Carter , Ginnifer Goodwin as Vivian Liberto , and Robert Patrick as Cash 's father""]",Walk the Line,100.0,Joaquin Phoenix,Walk the Line,100.0,Reese Witherspoon,Walk the Line,100.0,Reese Witherspoon,Walk the Line,100.0,Joaquin Phoenix,Walk the Line,100.0,Joaquin Phoenix,Walk the Line,100.0,Joaquin Phoenix,Walk the Line,0.0
291,who sings the wizards of waverly place theme song,['Selena Gomez'],Wizards of Waverly Place (soundtrack),-1.0,None,None,100.0,Selena Gomez,Wizards of Waverly Place (soundtrack),100.0,Selena Gomez,Wizards of Waverly Place (soundtrack),100.0,Selena Gomez,Wizards of Waverly Place (soundtrack),100.0,Selena Gomez,Wizards of Waverly Place (soundtrack),100.0,Selena Gomez,Wizards of Waverly Place (soundtrack),101.0
292,when is episode 12 of miraculous ladybug season 2 coming out,['30 March 2018'],List of Miraculous: Tales of Ladybug & Cat Noir episodes,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
293,who won the academy award for best original musical score,"['The Shape of Water', 'Alexandre Desplat']",Academy Award for Best Original Score,-1.0,None,None,0.0,Marvin Hamlisch,Academy Award for Best Original Score,0.0,Marvin Hamlisch,Academy Award for Best Original Score,0.0,Rachel Portman,Academy Award for Best Original Score,0.0,Marilyn Bergman,Academy Award for Best Original Score,0.0,io Morricone,Academy Award for Best Original Score,1.0
294,what are the five compulsory prayers in islam,['Fajr'],Salah,0.0,fard salat,Salah,-1.0,None,None,0.0,The number of rakats,Salah,0.0,"Salah (""Muslim prayer"", ; pl. '; also salat""'), called ""namāz"" () in some languages, is one of the Five Pillars",Salah,0.0,Salah,Salah,50.0,Fajr prayer,Salah,51.0
295,who is the premier of northern cape 2018,['Sylvia Lucas'],Premier of the Northern Cape,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,the head of government of the Northern Cape province of South Africa,Premier of the Northern Cape,-1.0,None,None,0.0,Zamani Saul,Premier of the Northern Cape,1.0
296,how many seasons of the smurfs are there,['9'],The Smurfs (TV series),-1.0,None,None,0.0,256,The Smurfs (TV series),0.0,256,The Smurfs (TV series),0.0,256,The Smurfs (TV series),0.0,256,The Smurfs (TV series),-1.0,None,None,1.0
297,when was the last time new zealand had an earthquake,['11 Jul 2017'],List of earthquakes in New Zealand,-1.0,None,None,0.0,unless they had a moderate impact,List of earthquakes in New Zealand,0.0,1931,List of earthquakes in New Zealand,-1.0,None,None,-1.0,None,None,0.0,1931,List of earthquakes in New Zealand,1.0
298,when will miraculous ladybug season 2 episode 12 come out,['30 March 2018'],List of Miraculous: Tales of Ladybug & Cat Noir episodes,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
299,when was 13 reasons why released on netflix,"['March 31 , 2017']",13 Reasons Why,-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"March 31, 2017",13 Reasons Why,47.76875403825262,"March 31, 2017",13 Reasons Why,47.76875403825262,"March 31, 2017",13 Reasons Why,48.76875403825262
300,what's the biggest country in western europe,"['France', 'Russia *', 'Russia']",List of European countries by area,-1.0,None,None,0.0,"Europe's total geographical area is 10,176,246 km²",List of European countries by area,0.0,"Europe's total geographical area is 10,176,246 km²",List of European countries by area,0.0,United Kingdom,List of European countries by area,0.0,The area of European countries varies widely,List of European countries by area,0.0,The area of European countries varies widely,List of European countries by area,1.0
301,who did the minnesota vikings lose to in the super bowl,['Kansas City Chiefs'],List of Super Bowl champions,37.5,The Kansas City Chiefs and New York Jets,List of Super Bowl champions,0.0,four,List of Super Bowl champions,0.0,0–4),List of Super Bowl champions,0.0,Bills,List of Super Bowl champions,0.0,Bills,List of Super Bowl champions,0.0,Bills,List of Super Bowl champions,37.5
302,when was the last grand slam hit in the world series,['2016'],Grand slam (baseball),0.0,"August 16, 1890",Grand slam (baseball),0.0,"August 16, 1890",Grand slam (baseball),0.0,"May 20, 1999",Grand slam (baseball),0.0,"July 25, 1956",Grand slam (baseball),0.0,June 23–25).,Grand slam (baseball),0.0,"April 1, 2007",Grand slam (baseball),0.0
303,who wrote catch 22 (both names),"['Joseph Heller', 'Joseph Heller .', 'American author Joseph Heller']",Catch-22,100.0,Joseph Heller,Catch-22,100.0,Joseph Heller,Catch-22,100.0,Joseph Heller,Catch-22,100.0,Joseph Heller,Catch-22,100.0,Joseph Heller,Catch-22,100.0,Joseph Heller,Catch-22,0.0
304,when was the last episode of vampire diaries aired,"['March 10 , 2017']",List of The Vampire Diaries episodes,-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"March 10, 2017",List of The Vampire Diaries episodes,47.76875403825262,"March 10, 2017",List of The Vampire Diaries episodes,47.76875403825262,"March 10, 2017",List of The Vampire Diaries episodes,48.76875403825262
305,what is the strongest earthquake in the united states,['1964 Alaska earthquake and tsunami'],List of earthquakes in the United States,-1.0,None,None,-1.0,None,None,0.0,Earthquakes which affected the United States but whose epicenters were outside the United States borders,List of earthquakes in the United States,0.0,Earthquakes which affected the United States but whose epicenters were outside the United States borders,List of earthquakes in the United States,-1.0,None,None,0.0,tsunamis,List of earthquakes in the United States,1.0
306,when do liam and annie get together season 3,['Holiday Madness'],90210 (season 3),-1.0,None,None,0.0,after the season has completed broadcast on television,90210 (season 3),0.0,after the season has completed broadcast on television,90210 (season 3),-1.0,None,None,-1.0,None,None,0.0,after the season has completed broadcast on television,90210 (season 3),1.0
307,when did the angel of the north get built,"['1998', '1994']",Angel of the North,100.0,1994,Angel of the North,33.33333333333333,16 February 1998,Angel of the North,100.0,1998,Angel of the North,100.0,1998,Angel of the North,100.0,1998,Angel of the North,100.0,1998,Angel of the North,66.66666666666667
308,when was the latest version of chrome released,"['2018 - 01 - 23 ( Android ) 2018 - 01 - 24 ( iOS ) 2018 - 01 - 24 (', '2018 - 01 - 22']",Google Chrome version history,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,release history,Google Chrome version history,0.0,every two to three weeks,Google Chrome version history,0.0,every two to three weeks,Google Chrome version history,1.0
309,what is the rate limiting enzyme of kreb's cycle,['Isocitrate dehydrogenase'],Citric acid cycle,50.0,pyruvate dehydrogenase,Citric acid cycle,50.0,succinate dehydrogenase,Citric acid cycle,50.0,succinate dehydrogenase,Citric acid cycle,50.0,succinate dehydrogenase,Citric acid cycle,50.0,succinate dehydrogenase,Citric acid cycle,0.0,NADH,Citric acid cycle,50.0
310,when was the taj mahal built and completed,['1632 -- 53'],Taj Mahal,0.0,1643,Taj Mahal,0.0,1643,Taj Mahal,0.0,1196,Taj Mahal,13.53352832366127,1632,Taj Mahal,0.0,1643,Taj Mahal,0.0,1653 A.D,Taj Mahal,13.53352832366127
311,who won the gold for the men's figure skating,['Yuzuru Hanyu'],List of Olympic medalists in figure skating,0.0,2006.,List of Olympic medalists in figure skating,0.0,Russian figure skaters,List of Olympic medalists in figure skating,0.0,Nikolai Panin,List of Olympic medalists in figure skating,0.0,Nikolai Panin,List of Olympic medalists in figure skating,0.0,Evgeni Plushenko,List of Olympic medalists in figure skating,0.0,Gillis Grafström,List of Olympic medalists in figure skating,0.0
312,when did the song holiday road come out,"['1983', 'June 24 , 1983']",Holiday Road,-1.0,None,None,100.0,1983,Holiday Road,100.0,1983,Holiday Road,100.0,1983,Holiday Road,100.0,1983,Holiday Road,100.0,1983,Holiday Road,101.0
313,when does the mlb season start and finish,"['March 29 -- October 31 , 2018', 'began on March 29 , 2018', 'March 29']",2018 Major League Baseball season,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,March 29,2018 Major League Baseball season,100.0,March 29,2018 Major League Baseball season,100.0,March 29,2018 Major League Baseball season,101.0
314,who appoints the chief election commissioner of india,"['President of India', 'the president']",Chief Election Commissioner of India,75.0,The President of India,Chief Election Commissioner of India,100.0,the President,Chief Election Commissioner of India,100.0,the President,Chief Election Commissioner of India,100.0,the president,Chief Election Commissioner of India,100.0,the president,Chief Election Commissioner of India,100.0,the president,Chief Election Commissioner of India,25.0
315,who is the first prime minister of france,['Michel Debré'],Prime Minister of France,0.0,François Fillon,Prime Minister of France,0.0,Édith Cresson,Prime Minister of France,0.0,Édith Cresson,Prime Minister of France,0.0,Bernard Cazeneuve,Prime Minister of France,0.0,Jacques Chirac,Prime Minister of France,0.0,Jacques Chirac,Prime Minister of France,0.0
316,who eliminated costa rica in world cup 2014,['Netherlands'],Costa Rica at the FIFA World Cup,-1.0,None,None,-1.0,None,None,0.0,Costa Rica,Costa Rica at the FIFA World Cup,0.0,Costa Rica,Costa Rica at the FIFA World Cup,-1.0,None,None,0.0,Costa Rica,Costa Rica at the FIFA World Cup,1.0
317,who was the 11th prime minister of canada,"['R.B. Bennett', 'Arthur Meighen']",List of Prime Ministers of Canada,0.0,Louis-Hippolyte Lafontaine,List of Prime Ministers of Canada,0.0,John Turner,List of Prime Ministers of Canada,0.0,John Turner,List of Prime Ministers of Canada,0.0,John Turner,List of Prime Ministers of Canada,-1.0,None,None,-1.0,None,None,1.0
318,who has won the most world series in baseball,"['the New York Yankees', 'New York Yankees']",World Series,75.0,The New York Yankees,World Series,50.0,New York Yankees and the St. Louis Cardinals,World Series,0.0,Kansas City Royals,World Series,50.0,New York Yankees and the St. Louis Cardinals,World Series,100.0,New York Yankees,World Series,100.0,New York Yankees,World Series,100.0
319,who holds the record for most platinum albums,"['Elvis Presley', 'The Beatles', 'AC / DC']",Recording Industry Association of America certification,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Eminem,Recording Industry Association of America certification,-1.0,None,None,-1.0,None,None,1.0
320,when does season 2 of just add magic come out,"['January 19 , 2018', 'October 14 , 2016']",Just Add Magic (TV series),-1.0,None,None,-1.0,None,None,0.0,2015,Just Add Magic (TV series),47.76875403825262,"January 19, 2018",Just Add Magic (TV series),18.393972058572118,June 2016,Just Add Magic (TV series),47.76875403825262,"January 19, 2018",Just Add Magic (TV series),48.76875403825262
321,when does scully come back in season 2,"['One Breath', '8']",The X-Files (season 2),-1.0,None,None,0.0,"September 16, 1994",The X-Files (season 2),0.0,two episodes later,The X-Files (season 2),0.0,two episodes later,The X-Files (season 2),-1.0,None,None,0.0,two episodes later,The X-Files (season 2),1.0
322,how many episodes in series 7 of game of thrones are there,"['7', 'seven']",Game of Thrones (season 7),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,seven,Game of Thrones (season 7),50.0,seven episodes,Game of Thrones (season 7),50.0,seven episodes,Game of Thrones (season 7),101.0
323,who has the best batting average in test cricket,"['Don Bradman', ""Australia 's Sir Donald Bradman"", 'Sir Donald Bradman']",Batting average,100.0,Sir Donald Bradman,Batting average,100.0,Sir Donald Bradman,Batting average,100.0,Sir Donald Bradman,Batting average,100.0,Sir Donald Bradman,Batting average,-1.0,None,None,100.0,Sir Donald Bradman,Batting average,101.0
324,winner of the women's royal rumble match,['Asuka'],Royal Rumble (2018),-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Asuka,Royal Rumble (2018),100.0,Asuka,Royal Rumble (2018),100.0,Asuka,Royal Rumble (2018),101.0
325,when was the last time new england had a hurricane,"['Hurricane Hanna', 'September 19 - 22 , 2017', 'October 29 - 30 , 2012']",List of New England hurricanes,33.33333333333333,September of 1996,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,0.0,1991,List of New England hurricanes,33.33333333333333
326,when are the opening ceremonies for the 2018 olympic games,['9 February 2018'],2018 Winter Olympics opening ceremony,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,9 February 2018,2018 Winter Olympics opening ceremony,100.0,9 February 2018,2018 Winter Olympics opening ceremony,100.0,9 February 2018,2018 Winter Olympics opening ceremony,101.0
327,who has the most restaurants in the world,['SUBWAY'],List of the largest fast food restaurant chains,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,3,List of the largest fast food restaurant chains,0.0,fast food restaurant chains by their number of locations in the world,List of the largest fast food restaurant chains,1.0
328,when is the new season of chicago pd,"['September 27 , 2017 ( 2017 - 09 - 27 ) -- present', 'September 27 , 2017']",Chicago P.D. (season 5),-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"September 27, 2017",Chicago P.D. (season 5),47.76875403825262,"September 27, 2017",Chicago P.D. (season 5),47.76875403825262,"September 27, 2017",Chicago P.D. (season 5),48.76875403825262
329,when was the last time lebron scored 50 points,"['November 3 , 2017', 'March 5 , 2008']",List of 40-plus point games by LeBron James,-1.0,None,None,0.0,2014,List of 40-plus point games by LeBron James,0.0,2003,List of 40-plus point games by LeBron James,0.0,2003,List of 40-plus point games by LeBron James,-1.0,None,None,-1.0,None,None,1.0
330,when does congress declare war for the first time,"['June 18 , 1812', 'War of 1812']",Declaration of war by the United States,0.0,upon prior request by the President,Declaration of war by the United States,0.8196721311475409,"October Resolution itself spells out justifications for a war and frames itself as an 'authorization' of such a war."" in effect saying an authorization suffices for declaration and what some may view as a formal Congressional ""Declaration of War"" was not required by the Constitution.
This article will use the term ""formal declaration of war"" to mean Congressional legislation that uses the phrase ""declaration of war"" in the title. Elsewhere, this article will use the terms ""authorized by Congress"", ""funded by Congress"" or ""undeclared war"" to describe other such conflicts.
History.
The United States has formally declared war against foreign nations five separate times, each upon prior request by the President of the United States. Four of those five declarations came after hostilities had begun",Declaration of war by the United States,0.8196721311475409,"October Resolution itself spells out justifications for a war and frames itself as an 'authorization' of such a war."" in effect saying an authorization suffices for declaration and what some may view as a formal Congressional ""Declaration of War"" was not required by the Constitution.
This article will use the term ""formal declaration of war"" to mean Congressional legislation that uses the phrase ""declaration of war"" in the title. Elsewhere, this article will use the terms ""authorized by Congress"", ""funded by Congress"" or ""undeclared war"" to describe other such conflicts.
History.
The United States has formally declared war against foreign nations five separate times, each upon prior request by the President of the United States. Four of those five declarations came after hostilities had begun",Declaration of war by the United States,0.8196721311475409,"October Resolution itself spells out justifications for a war and frames itself as an 'authorization' of such a war."" in effect saying an authorization suffices for declaration and what some may view as a formal Congressional ""Declaration of War"" was not required by the Constitution.
This article will use the term ""formal declaration of war"" to mean Congressional legislation that uses the phrase ""declaration of war"" in the title. Elsewhere, this article will use the terms ""authorized by Congress"", ""funded by Congress"" or ""undeclared war"" to describe other such conflicts.
History.
The United States has formally declared war against foreign nations five separate times, each upon prior request by the President of the United States. Four of those five declarations came after hostilities had begun",Declaration of war by the United States,0.0,"March 21, 2011",Declaration of war by the United States,0.0,January 1971,Declaration of war by the United States,0.8196721311475409
331,what is the rank of india in economic growth,"['12 / 225', '12']",International rankings of India,-1.0,None,None,-1.0,None,None,0.0,85,International rankings of India,0.0,international rankings,International rankings of India,0.0,India's international rankings,International rankings of India,0.0,international rankings,International rankings of India,1.0
332,new anime from the creators of attack on titan,['Vinland Saga'],Wit Studio,-1.0,None,None,-1.0,None,None,0.0,Wit Studio,Wit Studio,0.0,Wit Studio,Wit Studio,0.0,"""Hal",Wit Studio,0.0,"Hal""",Wit Studio,1.0
333,how many episodes in season 2 of fargo,"['ten', '10']",Fargo (season 2),-1.0,None,None,-1.0,None,None,100.0,ten,Fargo (season 2),100.0,ten,Fargo (season 2),100.0,ten,Fargo (season 2),100.0,ten,Fargo (season 2),101.0
334,who wrote and performed i can only imagine,"['Christian rock band MercyMe', 'Bart Millard']",I Can Only Imagine (MercyMe song),-1.0,None,None,100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),100.0,Bart Millard,I Can Only Imagine (MercyMe song),101.0
335,when did the last state became a state,"['August 21 , 1959', 'Hawaii']",List of U.S. states by date of admission to the Union,-1.0,None,None,0.0,between 1866 and 1870,List of U.S. states by date of admission to the Union,0.0,July 1776,List of U.S. states by date of admission to the Union,0.0,1787,List of U.S. states by date of admission to the Union,0.0,July 1776,List of U.S. states by date of admission to the Union,0.0,July 1776,List of U.S. states by date of admission to the Union,1.0
336,who has the most wins on around the horn,['Woody Paige'],Around the Horn,0.0,Jay Mariotti,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0,Woody Paige,Around the Horn,100.0
337,the first element on the periodic table is,"['Hydrogen', 'hydrogen']",Periodic table,100.0,hydrogen,Periodic table,0.0,neptunium,Periodic table,100.0,hydrogen,Periodic table,100.0,hydrogen,Periodic table,0.0,neptunium,Periodic table,100.0,Hydrogen,Periodic table,100.0
338,who won the 30 man royal rumble match,"['Shinsuke Nakamura', 'Randy Orton']",Royal Rumble,0.0,Stone Cold Steve Austin,Royal Rumble,0.0,Jim Duggan,Royal Rumble,36.787944117144235,Orton,Royal Rumble,0.0,Owen Hart,Royal Rumble,0.0,The winner of the event is the last wrestler remaining after all others have been eliminated,Royal Rumble,0.0,The winner of the event is the last wrestler remaining after all others have been eliminated,Royal Rumble,36.787944117144235
339,when does the new episodes of supernatural start,"['May 3 , 2018', 'October 12 , 2017']",Supernatural (season 13),-1.0,None,None,-1.0,None,None,-1.0,None,None,47.76875403825262,"October 12, 2017",Supernatural (season 13),-1.0,None,None,47.76875403825262,"October 12, 2017",Supernatural (season 13),48.76875403825262
340,what is the current rate of interest on ppf,"['7.6 % Per Annum', ""7.6 % Per Annum ' ( compounded annually )"", '7.6 %']",Public Provident Fund (India),-1.0,None,None,66.66666666666666,8.7% Per Annum,Public Provident Fund (India),66.66666666666666,8.1% Per Annum,Public Provident Fund (India),33.33333333333333,"7.6% Per Annum'""",Public Provident Fund (India),16.666666666666668,The interest rate compounded annually and paid on 31 March every year,Public Provident Fund (India),16.666666666666668,The interest rate compounded annually and paid on 31 March every year,Public Provident Fund (India),67.66666666666666
341,when is the fa cup semi-finals being played,['Wembley Stadium'],FA Cup semi-finals,-1.0,None,None,0.0,"They are the penultimate phase of the FA Cup, the oldest football tournament in the world.
Location.
The semi-finals are contested at neutral venues",FA Cup semi-finals,0.0,"They are the penultimate phase of the FA Cup, the oldest football tournament in the world.
Location.
The semi-finals are contested at neutral venues",FA Cup semi-finals,0.0,1999,FA Cup semi-finals,16.666666666666668,both semi-finals were held at Wembley,FA Cup semi-finals,16.666666666666668,both semi-finals were held at Wembley,FA Cup semi-finals,17.666666666666668
